"Turkey.Leftpalm" "Purchade.Leftpalm" "Caryll.Leftpalm" "Cochituate.Leftpalm" "Loveland.Leftpalm" "Malfa.Leftpalm" "Brae.Leftpalm" "Coachmen.Leftpalm" "Lippokd.Leftpalm" "Sylvanus.Leftpalm" "Menekish.Leftpalm" "Hager.Leftpalm" "Azalea.Leftpalm" "Padanaram.Leftpalm" "Ronald.Leftpalm" "Noel.Leftpalm" "Fermanagh.Leftpalm" "Merchants.Leftpalm" "Flagstone.Leftpalm" "Digregorio.Leftpalm" "Winifreds.Leftpalm" "Dias.Leftpalm" "Goddu.Leftpalm" "Mariposa.Leftpalm" "Tewmac.Leftpalm" "Barefoot.Leftpalm" "Balcom.Leftpalm" "Lonergan.Leftpalm" "Nobscot.Leftpalm" "Innkeeper.Leftpalm" "Quinapoxet.Leftpalm" "Zambom.Leftpalm" "Lassell.Leftpalm" "Nyack.Leftpalm" "Trimmer.Leftpalm" "Sandale.Leftpalm" "Maryjane.Leftpalm" "Eisenhower.Leftpalm" "Stannes.Leftpalm" "Gigi.Leftpalm" "Erlandson.Leftpalm" "Cowan.Leftpalm"
"s__formigenes" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__fragi" 1.58496250072116 0 2.58496250072116 0 1.58496250072116 3.70043971814109 6.35755200461808 13.3030672138429 4.24792751344359 0 0 4.64385618977472 6.65821148275179 4.4594316186373 3.8073549220576 1.58496250072116 0 0 0 4 4.58496250072116 4.52356195605701 1 4.16992500144231 3 3.4594316186373 5.28540221886225 3.16992500144231 3.4594316186373 0 4.8073549220576 5.39231742277876 0 0 0 1 3.4594316186373 5.04439411935845 4.8073549220576 2.8073549220576 0 9.39660478118186
"s__fragilis" 3.16992500144231 0 0 3.4594316186373 0 0 0 0 0 0 1 0 1 0 2.58496250072116 3.4594316186373 1 0 0 0 1 0 0 0 0 4.95419631038687 0 0 0 1 2.58496250072116 1 0 0 0 0 1.58496250072116 0 0 0 0 0
"s__fulvum" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__fusca" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__gargensis" 0 0 2.8073549220576 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__garvieae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__gelatinosus" 1 1 1.58496250072116 2.32192809488736 2.58496250072116 2 1.58496250072116 0 1.58496250072116 2 4 0 1 2 0 2 1.58496250072116 1.58496250072116 0 0 0 0 3.32192809488736 3.4594316186373 2.58496250072116 3.32192809488736 2 1.58496250072116 2.32192809488736 1.58496250072116 2 0 2.32192809488736 2.32192809488736 2.58496250072116 1 1.58496250072116 2 1.58496250072116 2 2 0
"s__genomosp." 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__genosp." 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 2.8073549220576 0 0 0
"s__geothermalis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__gibsonii" 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.8073549220576 0 0
"s__ginsengihumi" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__gladioli" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__globerulus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__gnavus" 0 3.70043971814109 0 0 1 4.58496250072116 2.58496250072116 0 1 0 1 4.64385618977472 4.8073549220576 3.70043971814109 7.74146698640115 1 0 0 3 1 0 1 0 1 1 5.58496250072116 2.32192809488736 0 0 2.32192809488736 1 3 0 0 3.8073549220576 1.58496250072116 1.58496250072116 0 0 0 0 1
"s__gordonii" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__granuli" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__granulosum" 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__gubbeenense" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__guilliermondii" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__guillouiae" 0 0 0 0 0 0 0 0 7.4093909361377 0 0 0 0 1 0 0 0 2.58496250072116 0 0 0 0 0 2.8073549220576 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"s__haemolyticus" 0 0 0 0 0 0 0 0 1.58496250072116 0 0 1.58496250072116 1 0 1 1 0 0 0 0 0 0 0 1.58496250072116 0 1.58496250072116 0 0 0 0 0 0 0 1 1 0 1 0 0 1 0 2
"s__haemoperoxidus" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"s__halodurans" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"s__halophilus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__halophobica" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"s__hiranonis" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1.58496250072116 2.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 3.32192809488736 0
"s__huakuii" 0 3.4594316186373 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__humi" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"s__hydrocarbonoclasticus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__hyovaginalis" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"s__hypermegale" 0 0 3.16992500144231 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__ichthyoenteri" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0
"s__indoligenes" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__iners" 0 0 9.86727873970966 1.58496250072116 0 0 9.79928162152192 0 0 0 3.8073549220576 0 0 0 3.16992500144231 3 0 0 0 2.8073549220576 2.32192809488736 5.58496250072116 0 2.8073549220576 3.70043971814109 5.20945336562895 0 3 0 0 0 0 0 2.58496250072116 1 0 2 0 0 3.8073549220576 0 2.8073549220576
"s__infantis" 2 0 0 0 1.58496250072116 0 0 1 1 1.58496250072116 1 0 0 0 2 0 0 0 0 0 1 2.32192809488736 1 0 0 1 1 0 1.58496250072116 2.32192809488736 2.58496250072116 0 2.32192809488736 0 0 0 1 1.58496250072116 2 1 0 2.32192809488736
"s__influenzae" 0 0 0 0 1 0 4.39231742277876 0 0 0 0 2.32192809488736 0 0 5.24792751344359 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 5.16992500144231 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"s__insecticola" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.64385618977472 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__intermedia" 0 0 0 0 4.16992500144231 0 0 0 3.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 3.8073549220576 0 0 0 0 4.90689059560852 3.32192809488736 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0
"s__intermedium" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__invocatus" 0 0 0 0 0 0 0 1 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__jenensis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__johnsonii" 12.9067027324608 14.0546891000863 12.5693809595223 13.9602734981942 14.380258121093 13.9878857294021 13.9251835194342 13.3032099489448 13.5598550415136 13.731849336137 14.4603919002557 12.596888567028 14.08406094195 13.1847204059978 12.0801513096141 13.9252762584849 14.8148828292179 14.91405805929 15.0296754598749 13.1761731491075 14.3125993788626 13.859146495426 14.3872095807196 14.4829969767126 14.753216749179 13.9432473959016 14.6239386298452 13.9467235507476 14.4020127657781 13.8737324688988 13.3002095422324 14.5755983337242 14.5355791466598 14.452820364694 14.9135906836734 12.7938064914558 13.3561768305164 14.3242508791009 14.2705873404475 14.2678839532387 12.2735042339622 13.3144416300369
"s__kashmirensis" 0 3 0 0 0 0 0 0 0 0 0 3.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__kestanbolensis" 1 0 2.8073549220576 0 0 1 0 0 2 0 1 0 0 0 0 3.8073549220576 0 0 0 0 0 0 0 0 3.16992500144231 1 1 0 0 0 0 3.58496250072116 0 0 0 3.70043971814109 0 0 2 1.58496250072116 0 2.32192809488736
"s__komagatae" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__kroppenstedtii" 6.56985560833095 4.39231742277876 0 0 1 1 3 0 5.28540221886225 7.3037807481771 2.32192809488736 7.2667865406949 1 0 1 0 0 5.88264304936184 0 2.32192809488736 7.4093909361377 0 0 0 1.58496250072116 0 8.60362634498619 1 0 0 1.58496250072116 2.8073549220576 1 0 2.58496250072116 2.32192809488736 0 5.28540221886225 2.58496250072116 0 0 4.70043971814109
"s__kuhniae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.52356195605701 0 0 0 0 3.16992500144231 0 0
"s__kujiense" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__lanatus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__larsenii" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__lautus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__leguminosarum" 0 0 1.58496250072116 0 0 0 0 0 0 0 2 0 0 3.4594316186373 0 3.16992500144231 0 3.16992500144231 2.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 1.58496250072116 2 0 4
"s__lenta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__limosus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__lividum" 0 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 1 1 1 0 0 0 1.58496250072116 0 0 0 0 1.58496250072116 0 0 0 1 0 0 0 1 0 3
"s__longum" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__luteciae" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__luteus" 1 5.04439411935845 4.90689059560852 1 5.28540221886225 5.39231742277876 3.16992500144231 3.70043971814109 4.58496250072116 5.28540221886225 0 6.2667865406949 8.19475685442225 2.58496250072116 5.4262647547021 5.39231742277876 0 0 0 2.58496250072116 5.52356195605701 5.58496250072116 2.8073549220576 3.4594316186373 1.58496250072116 7.52356195605701 6.12928301694497 6.08746284125034 5.49185309632967 6.93073733756289 7.98299357469431 4.24792751344359 4.52356195605701 2.8073549220576 6.06608919045777 1.58496250072116 4.90689059560852 4 4.75488750216347 7.05528243550119 0 9.69522829149575
"s__lwoffii" 0 2.32192809488736 0 0 0 1 0 1 0 1.58496250072116 3.32192809488736 3 3.8073549220576 1.58496250072116 0 0 0 1 0 2.58496250072116 2 3 0 0 0 1 3.16992500144231 0 0 0 1 3.16992500144231 0 0 2.32192809488736 0 0 5.24792751344359 0 0 0 0
"s__macerans" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__maitriensis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__marcescens" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__marincola" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__marisflavi" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__maritypicum" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__mastitidis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__mazei" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2.8073549220576 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__mediolanus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__melaninogenica" 1 6.3037807481771 3.4594316186373 4.58496250072116 5.28540221886225 1.58496250072116 4.95419631038687 2.8073549220576 6.71424551766612 5.95419631038687 5.7279204545632 5.78135971352466 5.55458885167764 3.8073549220576 6.79441586635011 3.16992500144231 1.58496250072116 1 5.20945336562895 3.8073549220576 3.58496250072116 7.95419631038687 2 1 1 10.0901124196643 3.8073549220576 3.32192809488736 5.83289001416474 5.64385618977472 4.16992500144231 1.58496250072116 6.6724253419715 3.4594316186373 3.58496250072116 4.58496250072116 3.90689059560852 7.4093909361377 5.12928301694497 4.58496250072116 1.58496250072116 5.32192809488736
"s__melopsittaci" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"s__meningoseptica" 0 0 0 0 0 1 0 0 2.58496250072116 0 0 0 0 0 2.8073549220576 0 0 0 0 0 0 0 3.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__mephitis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__mesenteroides" 0 0 0 0 0 0 3.4594316186373 4.58496250072116 1.58496250072116 0 0 3 0 0 2 0 3.4594316186373 0 0 0 0 0 0 0 0 0 0 2.8073549220576 2 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116
"s__metschnikovii" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__mexicana" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__michiganensis" 0 2 0 0 0 1 0 0 0 0 2.32192809488736 2.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 1.58496250072116 0 0 0 0 1.58496250072116 0
"s__minor" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__mobilis" 0 4.8073549220576 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 4.24792751344359 0 0 0 0 0 0 0 0 3.16992500144231 0 0 3.16992500144231 0 0 0 0
"s__modestum" 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__moniliformis" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__moorei" 0 0 0 0 0 0 0 1 3.70043971814109 1 0 1 0 0 3 2.8073549220576 0 0 1.58496250072116 0 0 4.58496250072116 4.08746284125034 0 0 4.39231742277876 0 0 2.8073549220576 3.8073549220576 1.58496250072116 0 0 0 0 1 0 4.39231742277876 0 2.8073549220576 0 2
"s__morganii" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__mucilaginosa" 2.58496250072116 5.6724253419715 3.32192809488736 4.4594316186373 2.8073549220576 5 4.95419631038687 6.58496250072116 9.33762190199251 7.3037807481771 6.32192809488736 7.93073733756289 6.8073549220576 3.8073549220576 7.31288295528436 6.08746284125034 3.58496250072116 4.70043971814109 1 3.16992500144231 4.95419631038687 6 5.32192809488736 3.70043971814109 3.70043971814109 7.2667865406949 3.90689059560852 6.24792751344359 5.88264304936184 6.02236781302845 9.27612440527424 6.37503943134692 7.96000193206808 4 5.85798099512757 6.28540221886225 6.33985000288462 4.08746284125034 5.4594316186373 6.4757334309664 3.32192809488736 9.14974711950468
"s__muciniphila" 2 0 0 4.08746284125034 0 1 1 0 0 0 1 3 4 1 0 0 0 0 1 0 0 2.58496250072116 3.32192809488736 0 0 5.12928301694497 1 1 0 0 0 0 0 1 1 0 0 0 6.20945336562895 0 0 2.8073549220576
"s__mucosa" 0 3.16992500144231 0 0 0 0 0 0 0 0 0 0 0 0 0 4.16992500144231 0 0 0 0 0 0 0 2.32192809488736 0 0 0 4 0 0 0 0 0 0 2.8073549220576 0 0 0 1.58496250072116 4.24792751344359 0 1.58496250072116
"s__mucosae" 0 0 0 0 0 0 0 0 2.8073549220576 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__multivorum" 0 0 1 0 2.32192809488736 0 0 0 0 0 4.8073549220576 3.8073549220576 0 0 0 0 0 4.39231742277876 0 0 0 0 0 0 2.32192809488736 2.58496250072116 0 4.8073549220576 0 0 2.32192809488736 0 0 0 0 0 0 0 0 2.32192809488736 0 1
"s__multocida" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0
"s__muralis" 0 0 0 0 0 2.8073549220576 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__nanceiensis" 0 1 0 3.58496250072116 0 2.8073549220576 2.8073549220576 2 3.16992500144231 0 0 3.16992500144231 0 1 7.17990909001493 3 0 2.32192809488736 0 0 3.32192809488736 1 0 1 0 5.4594316186373 0 3.8073549220576 3 0 0 3.8073549220576 4.58496250072116 3.58496250072116 1 3.8073549220576 3.32192809488736 3.16992500144231 1 1 0 4.52356195605701
"s__natatoria" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__neonatale" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__nigrescens" 0 0 0 0 4.52356195605701 0 3.58496250072116 0 3.16992500144231 4 0 2.32192809488736 3 0 5.16992500144231 3.8073549220576 0 0 0 2.8073549220576 0 7.8008998999203 6.06608919045777 0 3 0 3.90689059560852 2.32192809488736 0 5.20945336562895 2.8073549220576 2.58496250072116 4.24792751344359 0 0 3.70043971814109 0 7.13955135239879 3.8073549220576 0 1.58496250072116 1
"s__nitritophilus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__nitroreducens" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.8073549220576 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.4594316186373 0 4.95419631038687 0 0 0 0 1.58496250072116
"s__noxia" 1.58496250072116 0 0 0 0 0 0 3.16992500144231 3.16992500144231 1.58496250072116 1 5 0 0 4.16992500144231 0 0 0 0 0 0 5.20945336562895 6.04439411935845 0 0 1 0 2.58496250072116 0 5.55458885167764 0 0 0 2.58496250072116 0 1 0 7.72109918870719 1.58496250072116 0 0 3.16992500144231
"s__obeum" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__obscurus" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__ochracea" 0 1 0 0 1.58496250072116 0 0 3.58496250072116 0 1.58496250072116 0 3.90689059560852 3.32192809488736 0 0 0 3 1 0 0 0 5.20945336562895 6 0 0 0 0 0 0 4.64385618977472 1 0 0 2.58496250072116 0 0 0 5.93073733756289 0 3.70043971814109 0 3.16992500144231
"s__odoratimimus" 0 0 1.58496250072116 0 0 0 3.32192809488736 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736
"s__organophilum" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__oryzae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__otitis" 0 0 0 0 2 0 0 0 0 0 4 0 0 1.58496250072116 0 0 4.39231742277876 0 0 0 0 3.16992500144231 0 0 2.8073549220576 0 0 0 0 0 0 0 0 0 0 5.88264304936184 0 0 0 0 1.58496250072116 3.58496250072116
"s__ovatus" 3.8073549220576 3 0 0 1.58496250072116 2.8073549220576 0 0 1 1 0 2 3.16992500144231 1 5.95419631038687 3.58496250072116 0 0 0 1 0 4.16992500144231 2.8073549220576 1 2.58496250072116 6.93073733756289 3.90689059560852 0 1.58496250072116 3.58496250072116 0 2.8073549220576 0 0 1 0 0 0 8.35314682549808 0 0 0
"s__p-1630-c5" 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__pachnodae" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__pallens" 2.58496250072116 0 0 0 1 3.58496250072116 0 0 1.58496250072116 0 4.32192809488736 1 0 0 4 3.4594316186373 1 0 0 1.58496250072116 1 3.16992500144231 1.58496250072116 0 0 6.24792751344359 1 1.58496250072116 4.85798099512757 5.64385618977472 0 0 1 1.58496250072116 0 0 0 0 0 0 0 2.58496250072116
"s__palleronii" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"s__palustris" 0 1 1.58496250072116 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 2.32192809488736 0 2 0 0 1 0 0 0 0 0 0 2.32192809488736 0 2.32192809488736
"s__paradoxus" 0 3 2 0 1.58496250072116 0 1 0 3 0 3.4594316186373 2.58496250072116 0 0 3.32192809488736 3 4.08746284125034 0 0 0 2 0 0 0 0 2 0 0 0 2.58496250072116 2 0 0 0 0 0 0 0 2 2.8073549220576 0 2.58496250072116
